	Position	Artist	Song	Release Date	Biggest Platform	Streams	Followers	Subscribers	Views	Video Count	Authentic engagement	Engagement avg
245	246	Dan + Shay	10,000 Hours	NaN	NaN	175930281.0	NaN	NaN	NaN	NaN	NaN	NaN
246	247	Migos	Stir Fry	NaN	NaN	175630677.0	NaN	NaN	NaN	NaN	NaN	NaN
247	248	A Boogie Wit da Hoodie	Look Back At It	NaN	NaN	175483878.0	NaN	NaN	NaN	NaN	NaN	NaN
248	249	Justin Bieber	Intentions	NaN	NaN	175135180.0	NaN	NaN	NaN	NaN	NaN	NaN
249	250	Post Malone	Go Flex	NaN	NaN	174710816.0	NaN	NaN	NaN	NaN	NaN	NaN
250	251	The Walters	I Love You So	NaN	NaN	174547021.0	NaN	NaN	NaN	NaN	NaN	NaN
251	252	Ed Sheeran	Bad Habits	NaN	NaN	174488164.0	NaN	NaN	NaN	NaN	NaN	NaN
252	253	A$AP Ferg	Plain Jane	NaN	NaN	174255086.0	NaN	NaN	NaN	NaN	NaN	NaN
253	254	Famous Dex	PICK IT UP	NaN	NaN	173990426.0	NaN	NaN	NaN	NaN	NaN	NaN
254	255	Major Lazer	Lean On	NaN	NaN	173817845.0	NaN	NaN	NaN	NaN	NaN	NaN
255	256	Elton John	Cold Heart PNAU Remix	NaN	NaN	173542648.0	NaN	NaN	NaN	NaN	NaN	NaN
256	257	Dua Lipa	New Rules	NaN	NaN	173328947.0	NaN	NaN	NaN	NaN	NaN	NaN
257	258	Ed Sheeran	Shivers	NaN	NaN	173225595.0	NaN	NaN	NaN	NaN	NaN	NaN
258	259	Mac Miller	The Spins	NaN	NaN	173209349.0	NaN	NaN	NaN	NaN	NaN	NaN
259	260	Adele	Easy On Me	NaN	NaN	173180228.0	NaN	NaN	NaN	NaN	NaN	NaN
260	261	Ariana Grande	positions	NaN	NaN	172797966.0	NaN	NaN	NaN	NaN	NaN	NaN
261	262	Tate McRae	you broke me first	NaN	NaN	172703722.0	NaN	NaN	NaN	NaN	NaN	NaN
262	263	Kodak Black	Super Gremlin	NaN	NaN	171909115.0	NaN	NaN	NaN	NaN	NaN	NaN
263	264	Lil Nas X	Panini	NaN	NaN	171512571.0	NaN	NaN	NaN	NaN	NaN	NaN
264	265	Drake	Way 2 Sexy	NaN	NaN	170202629.0	NaN	NaN	NaN	NaN	NaN	NaN
265	266	Roddy Ricch	High Fashion	NaN	NaN	169149991.0	NaN	NaN	NaN	NaN	NaN	NaN
266	267	Ed Sheeran	I Don't Care	NaN	NaN	168839409.0	NaN	NaN	NaN	NaN	NaN	NaN
267	268	Billie Eilish	ocean eyes	NaN	NaN	168543006.0	NaN	NaN	NaN	NaN	NaN	NaN
268	269	Tyler, The Creator	See You Again	NaN	NaN	168256802.0	NaN	NaN	NaN	NaN	NaN	NaN
269	270	Migos	Walk It Talk It	NaN	NaN	168214275.0	NaN	NaN	NaN	NaN	NaN	NaN
270	271	Lady Gaga	Shallow	NaN	NaN	167883840.0	NaN	NaN	NaN	NaN	NaN	NaN
271	272	Drake	Jimmy Cooks	NaN	NaN	166499191.0	NaN	NaN	NaN	NaN	NaN	NaN
272	273	Doja Cat	Say So	NaN	NaN	165898476.0	NaN	NaN	NaN	NaN	NaN	NaN
273	274	Fetty Wap	679	NaN	NaN	165220739.0	NaN	NaN	NaN	NaN	NaN	NaN
274	275	Kali Uchis	telepatía	NaN	NaN	164803198.0	NaN	NaN	NaN	NaN	NaN	NaN
275	276	Calboy	Envy Me	NaN	NaN	164149940.0	NaN	NaN	NaN	NaN	NaN	NaN
276	277	Justin Bieber	Ghost	NaN	NaN	163964781.0	NaN	NaN	NaN	NaN	NaN	NaN
277	278	Adele	Hello	NaN	NaN	163937424.0	NaN	NaN	NaN	NaN	NaN	NaN
278	279	Joji	Glimpse of Us	NaN	NaN	163315058.0	NaN	NaN	NaN	NaN	NaN	NaN
279	280	Burl Ives	A Holly Jolly Christmas Single Version	NaN	NaN	163198351.0	NaN	NaN	NaN	NaN	NaN	NaN
280	281	Julia Michaels	Issues	NaN	NaN	163082925.0	NaN	NaN	NaN	NaN	NaN	NaN
281	282	Kate Bush	Running Up That Hill (A Deal With God)	NaN	NaN	163034803.0	NaN	NaN	NaN	NaN	NaN	NaN
282	283	Migos	TShirt	NaN	NaN	162318539.0	NaN	NaN	NaN	NaN	NaN	NaN
283	284	Giveon	HEARTBREAK ANNIVERSARY	NaN	NaN	162181516.0	NaN	NaN	NaN	NaN	NaN	NaN
284	285	ZAYN	I Don’t Wanna Live Forever (Fifty Shades Darker)	NaN	NaN	161895465.0	NaN	NaN	NaN	NaN	NaN	NaN
285	286	Drake	Toosie Slide	NaN	NaN	161667752.0	NaN	NaN	NaN	NaN	NaN	NaN
286	287	Kanye West	Father Stretch My Hands Pt. 1	NaN	NaN	161479699.0	NaN	NaN	NaN	NaN	NaN	NaN
287	288	Zedd	Stay	NaN	NaN	161032066.0	NaN	NaN	NaN	NaN	NaN	NaN
288	289	Major Lazer	Cold Water	NaN	NaN	160700352.0	NaN	NaN	NaN	NaN	NaN	NaN
289	290	Lil Nas X	THATS WHAT I WANT	NaN	NaN	160369392.0	NaN	NaN	NaN	NaN	NaN	NaN
290	291	Future	WAIT FOR U	NaN	NaN	160359546.0	NaN	NaN	NaN	NaN	NaN	NaN
291	292	Lil Uzi Vert	Sanguine Paradise	NaN	NaN	160244733.0	NaN	NaN	NaN	NaN	NaN	NaN
292	293	Maroon 5	Memories	NaN	NaN	159686092.0	NaN	NaN	NaN	NaN	NaN	NaN
293	294	Lil Pump	Gucci Gang	NaN	NaN	159368635.0	NaN	NaN	NaN	NaN	NaN	NaN
294	295	Lil Uzi Vert	Money Longer	NaN	NaN	159142673.0	NaN	NaN	NaN	NaN	NaN	NaN
295	296	DJ Snake	Let Me Love You	NaN	NaN	158366154.0	NaN	NaN	NaN	NaN	NaN	NaN
296	297	Hailee Steinfeld	Starving	NaN	NaN	158320524.0	NaN	NaN	NaN	NaN	NaN	NaN
297	298	JP Saxe	If The World Was Ending	NaN	NaN	156928093.0	NaN	NaN	NaN	NaN	NaN	NaN
298	299	The Chainsmokers	Something Just Like This	NaN	NaN	156839599.0	NaN	NaN	NaN	NaN	NaN	NaN
299	300	Olivia Rodrigo	favorite crime	NaN	NaN	156762362.0	NaN	NaN	NaN	NaN	NaN	NaN
300	301	Chris Stapleton	Tennessee Whiskey	NaN	NaN	156707370.0	NaN	NaN	NaN	NaN	NaN	NaN
301	302	Gucci Mane	I Get The Bag	NaN	NaN	156184444.0	NaN	NaN	NaN	NaN	NaN	NaN
302	303	Masked Wolf	Astronaut In The Ocean	NaN	NaN	155387513.0	NaN	NaN	NaN	NaN	NaN	NaN
303	304	Khalid	Saturday Nights	NaN	NaN	154969059.0	NaN	NaN	NaN	NaN	NaN	NaN
304	305	H.E.R.	Best Part	NaN	NaN	154582091.0	NaN	NaN	NaN	NaN	NaN	NaN
305	306	Rob $tone	Chill Bill	NaN	NaN	154052440.0	NaN	NaN	NaN	NaN	NaN	NaN
306	307	YNW Melly	223's	NaN	NaN	152984591.0	NaN	NaN	NaN	NaN	NaN	NaN
307	308	Hozier	Take Me To Church	NaN	NaN	152777306.0	NaN	NaN	NaN	NaN	NaN	NaN
308	309	Ed Sheeran	Beautiful People	NaN	NaN	152409919.0	NaN	NaN	NaN	NaN	NaN	NaN
309	310	Ariana Grande	break up with your girlfriend, i'm bored	NaN	NaN	152246486.0	NaN	NaN	NaN	NaN	NaN	NaN
310	311	Playboi Carti	Magnolia	NaN	NaN	151502606.0	NaN	NaN	NaN	NaN	NaN	NaN
311	312	Beach House	Space Song	NaN	NaN	151348745.0	NaN	NaN	NaN	NaN	NaN	NaN
312	313	JAY	Z Ni**as In Paris	NaN	NaN	151213181.0	NaN	NaN	NaN	NaN	NaN	NaN
313	314	Calvin Harris	This Is What You Came For	NaN	NaN	149620244.0	NaN	NaN	NaN	NaN	NaN	NaN
314	315	Ariana Grande	34+35	NaN	NaN	148864140.0	NaN	NaN	NaN	NaN	NaN	NaN
315	316	Don Toliver	After Party	NaN	NaN	148828688.0	NaN	NaN	NaN	NaN	NaN	NaN
316	317	Lizzo	About Damn Time	NaN	NaN	148776441.0	NaN	NaN	NaN	NaN	NaN	NaN
317	318	Calvin Harris	Slide	NaN	NaN	148615807.0	NaN	NaN	NaN	NaN	NaN	NaN
318	319	Juice WRLD	Righteous	NaN	NaN	148152203.0	NaN	NaN	NaN	NaN	NaN	NaN
319	320	THE SCOTTS	THE SCOTTS	NaN	NaN	147793519.0	NaN	NaN	NaN	NaN	NaN	NaN
320	321	The Kid LAROI	WITHOUT YOU	NaN	NaN	147434939.0	NaN	NaN	NaN	NaN	NaN	NaN
321	322	Young Thug	pick up the phone	NaN	NaN	146950542.0	NaN	NaN	NaN	NaN	NaN	NaN
322	323	Zach Bryan	Something in the Orange	NaN	NaN	146934063.0	NaN	NaN	NaN	NaN	NaN	NaN
323	324	Justin Timberlake	CAN'T STOP THE FEELING! (Original Song from Dr...	NaN	NaN	146405505.0	NaN	NaN	NaN	NaN	NaN	NaN
324	325	Shawn Mendes	Stitches	NaN	NaN	146222899.0	NaN	NaN	NaN	NaN	NaN	NaN
325	326	Pop Smoke	Dior	NaN	NaN	145804298.0	NaN	NaN	NaN	NaN	NaN	NaN
326	327	Doja Cat	Ain't Shit	NaN	NaN	145660715.0	NaN	NaN	NaN	NaN	NaN	NaN
327	328	Lil Tjay	Calling My Phone	NaN	NaN	145633110.0	NaN	NaN	NaN	NaN	NaN	NaN
328	329	Charlie Puth	Attention	NaN	NaN	145299789.0	NaN	NaN	NaN	NaN	NaN	NaN
329	330	Lil Skies	Nowadays	NaN	NaN	144878462.0	NaN	NaN	NaN	NaN	NaN	NaN
330	331	Doja Cat	You Right	NaN	NaN	144688259.0	NaN	NaN	NaN	NaN	NaN	NaN
331	332	Drake	Portland	NaN	NaN	144664417.0	NaN	NaN	NaN	NaN	NaN	NaN
332	333	Bing Crosby	White Christmas	NaN	NaN	144606354.0	NaN	NaN	NaN	NaN	NaN	NaN
333	334	Harry Styles	Late Night Talking	NaN	NaN	144096811.0	NaN	NaN	NaN	NaN	NaN	NaN
334	335	Jay Rock	King's Dead	NaN	NaN	144088666.0	NaN	NaN	NaN	NaN	NaN	NaN
335	336	Cardi B	Up	NaN	NaN	143743718.0	NaN	NaN	NaN	NaN	NaN	NaN
336	337	Bad Bunny	MIA	NaN	NaN	143656931.0	NaN	NaN	NaN	NaN	NaN	NaN
337	338	Hailee Steinfeld	Let Me Go	NaN	NaN	143350902.0	NaN	NaN	NaN	NaN	NaN	NaN
338	339	The Weeknd	I Feel It Coming	NaN	NaN	143319177.0	NaN	NaN	NaN	NaN	NaN	NaN
339	340	Sia	Cheap Thrills	NaN	NaN	142986096.0	NaN	NaN	NaN	NaN	NaN	NaN
340	341	SZA	Love Galore	NaN	NaN	142655912.0	NaN	NaN	NaN	NaN	NaN	NaN
341	342	Lukas Graham	7 Years	NaN	NaN	142277410.0	NaN	NaN	NaN	NaN	NaN	NaN
342	343	Morgan Wallen	You Proof	NaN	NaN	141716685.0	NaN	NaN	NaN	NaN	NaN	NaN
343	344	gnash	i hate u, i love u	NaN	NaN	141690287.0	NaN	NaN	NaN	NaN	NaN	NaN
344	345	Rae Sremmurd	Swang	NaN	NaN	141632137.0	NaN	NaN	NaN	NaN	NaN	NaN
345	346	Nat King Cole	The Christmas Song (Merry Christmas To You)	NaN	NaN	141071360.0	NaN	NaN	NaN	NaN	NaN	NaN
346	347	Dean Lewis	Be Alright	NaN	NaN	141016791.0	NaN	NaN	NaN	NaN	NaN	NaN
347	348	Post Malone	I Like You (A Happier Song)	NaN	NaN	140872042.0	NaN	NaN	NaN	NaN	NaN	NaN
348	349	Lil Xan	Betrayed	NaN	NaN	140250610.0	NaN	NaN	NaN	NaN	NaN	NaN
349	350	Yot Club	YKWIM?	NaN	NaN	139804345.0	NaN	NaN	NaN	NaN	NaN	NaN
350	351	Kendrick Lamar	LOYALTY. FEAT. RIHANNA.	NaN	NaN	139730182.0	NaN	NaN	NaN	NaN	NaN	NaN
351	352	Sam Smith	Dancing With A Stranger	NaN	NaN	138760630.0	NaN	NaN	NaN	NaN	NaN	NaN
352	353	Doja Cat	Get Into It (Yuh)	NaN	NaN	138640495.0	NaN	NaN	NaN	NaN	NaN	NaN
353	354	Migos	MotorSport	NaN	NaN	138467640.0	NaN	NaN	NaN	NaN	NaN	NaN
354	355	Carolina Gaitán	La Gaita We Don't Talk About Bruno	NaN	NaN	138398595.0	NaN	NaN	NaN	NaN	NaN	NaN
355	356	Harry Styles	Falling	NaN	NaN	138072456.0	NaN	NaN	NaN	NaN	NaN	NaN
356	357	DJ Khaled	Wild Thoughts	NaN	NaN	138033504.0	NaN	NaN	NaN	NaN	NaN	NaN
357	358	Lil Uzi Vert	You Was Right	NaN	NaN	138001040.0	NaN	NaN	NaN	NaN	NaN	NaN
358	359	Kiiara	Gold	NaN	NaN	137920503.0	NaN	NaN	NaN	NaN	NaN	NaN
359	360	Kanye West	Heartless	NaN	NaN	137403023.0	NaN	NaN	NaN	NaN	NaN	NaN
360	361	Luke Combs	Forever After All	NaN	NaN	137048398.0	NaN	NaN	NaN	NaN	NaN	NaN
361	362	Mark Ronson	Uptown Funk	NaN	NaN	136885294.0	NaN	NaN	NaN	NaN	NaN	NaN
362	363	Frank Sinatra	Let It Snow! Let It Snow! Let It Snow!	NaN	NaN	136448853.0	NaN	NaN	NaN	NaN	NaN	NaN
363	364	Y2K	Lalala	NaN	NaN	136394278.0	NaN	NaN	NaN	NaN	NaN	NaN
364	365	Ski Mask The Slump God	Faucet Failure	NaN	NaN	136293354.0	NaN	NaN	NaN	NaN	NaN	NaN
365	366	Jack Ü	Where Are Ü Now	NaN	NaN	135999812.0	NaN	NaN	NaN	NaN	NaN	NaN
366	367	Flo Rida	My House	NaN	NaN	135782448.0	NaN	NaN	NaN	NaN	NaN	NaN
367	368	Noah Cyrus	July	NaN	NaN	135753612.0	NaN	NaN	NaN	NaN	NaN	NaN
368	369	Lil Tjay	F.N	NaN	NaN	135359031.0	NaN	NaN	NaN	NaN	NaN	NaN
369	370	DJ Khaled	POPSTAR	NaN	NaN	135192435.0	NaN	NaN	NaN	NaN	NaN	NaN
370	371	Saweetie	Best Friend	NaN	NaN	135156338.0	NaN	NaN	NaN	NaN	NaN	NaN
371	372	Bad Bunny	Efecto	NaN	NaN	134743830.0	NaN	NaN	NaN	NaN	NaN	NaN
372	373	The Weeknd	Save Your Tears	NaN	NaN	134482363.0	NaN	NaN	NaN	NaN	NaN	NaN
373	374	Ariana Grande	Side To Side	NaN	NaN	134449731.0	NaN	NaN	NaN	NaN	NaN	NaN
374	375	Bad Bunny	Yonaguni	NaN	NaN	133665412.0	NaN	NaN	NaN	NaN	NaN	NaN
375	376	Liam Payne	Strip That Down	NaN	NaN	133182143.0	NaN	NaN	NaN	NaN	NaN	NaN
376	377	The Weeknd	Earned It (Fifty Shades Of Grey)	NaN	NaN	132827332.0	NaN	NaN	NaN	NaN	NaN	NaN
377	378	Drake	Fair Trade	NaN	NaN	132758753.0	NaN	NaN	NaN	NaN	NaN	NaN
378	379	Morgan Wallen	Sand In My Boots	NaN	NaN	132664367.0	NaN	NaN	NaN	NaN	NaN	NaN
379	380	Trippie Redd	Miss The Rage	NaN	NaN	132399703.0	NaN	NaN	NaN	NaN	NaN	NaN
380	381	Bruno Mars	24K Magic	NaN	NaN	132118188.0	NaN	NaN	NaN	NaN	NaN	NaN
381	382	Lil Nas X	Old Town Road	NaN	NaN	132031403.0	NaN	NaN	NaN	NaN	NaN	NaN
382	383	ZAYN	PILLOWTALK	NaN	NaN	131983424.0	NaN	NaN	NaN	NaN	NaN	NaN
383	384	BTS	Dynamite	NaN	NaN	131917493.0	NaN	NaN	NaN	NaN	NaN	NaN
384	385	Kygo	It Ain't Me	NaN	NaN	130487216.0	NaN	NaN	NaN	NaN	NaN	NaN
385	386	DaBaby	VIBEZ	NaN	NaN	129872425.0	NaN	NaN	NaN	NaN	NaN	NaN
386	387	Russ	Losin Control	NaN	NaN	129835284.0	NaN	NaN	NaN	NaN	NaN	NaN
387	388	Portugal. The Man	Feel It Still	NaN	NaN	129571919.0	NaN	NaN	NaN	NaN	NaN	NaN
388	389	NEIKED	Better Days (NEIKED x Mae Muller x Polo G)	NaN	NaN	129400161.0	NaN	NaN	NaN	NaN	NaN	NaN
389	390	Shawn Mendes	Treat You Better	NaN	NaN	129275991.0	NaN	NaN	NaN	NaN	NaN	NaN
390	391	Bad Bunny	Moscow Mule	NaN	NaN	128972121.0	NaN	NaN	NaN	NaN	NaN	NaN
391	392	Cardi B	Money	NaN	NaN	128812752.0	NaN	NaN	NaN	NaN	NaN	NaN
392	393	Morgan Wallen	7 Summers	NaN	NaN	128247607.0	NaN	NaN	NaN	NaN	NaN	NaN
393	394	José Feliciano	Feliz Navidad	NaN	NaN	128148147.0	NaN	NaN	NaN	NaN	NaN	NaN
394	395	Travis Scott	YOSEMITE	NaN	NaN	127780533.0	NaN	NaN	NaN	NaN	NaN	NaN
395	396	Famous Dex	JAPAN	NaN	NaN	127676006.0	NaN	NaN	NaN	NaN	NaN	NaN
396	397	Farruko	Pepas	NaN	NaN	127483860.0	NaN	NaN	NaN	NaN	NaN	NaN
397	398	Justin Bieber	Mistletoe	NaN	NaN	127188550.0	NaN	NaN	NaN	NaN	NaN	NaN
398	399	THE ANXIETY	Meet Me At Our Spot	NaN	NaN	126861687.0	NaN	NaN	NaN	NaN	NaN	NaN
399	400	Polo G	21	NaN	NaN	126417091.0	NaN	NaN	NaN	NaN	NaN	NaN
400	401	Vance Joy	Riptide	NaN	NaN	126349492.0	NaN	NaN	NaN	NaN	NaN	NaN
401	402	DJ Snake	Taki Taki	NaN	NaN	126096694.0	NaN	NaN	NaN	NaN	NaN	NaN
402	403	Grouplove	Tongue Tied	NaN	NaN	125880696.0	NaN	NaN	NaN	NaN	NaN	NaN
403	404	Diplo	Heartless	NaN	NaN	125811158.0	NaN	NaN	NaN	NaN	NaN	NaN
404	405	StaySolidRocky	Party Girl	NaN	NaN	125662367.0	NaN	NaN	NaN	NaN	NaN	NaN
405	406	Taylor Swift	AntiHero	NaN	NaN	124825787.0	NaN	NaN	NaN	NaN	NaN	NaN
406	407	Quality Control	Baby (Lil Baby feat. DaBaby)	NaN	NaN	124162581.0	NaN	NaN	NaN	NaN	NaN	NaN
407	408	Billie Eilish	idontwannabeyouanymore	NaN	NaN	123991487.0	NaN	NaN	NaN	NaN	NaN	NaN
408	409	Queen	Bohemian Rhapsody Remastered 2011	NaN	NaN	123761624.0	NaN	NaN	NaN	NaN	NaN	NaN
409	410	NLE Choppa	Camelot	NaN	NaN	123589568.0	NaN	NaN	NaN	NaN	NaN	NaN
410	411	Luke Combs	When It Rains It Pours	NaN	NaN	123431139.0	NaN	NaN	NaN	NaN	NaN	NaN
411	412	Flume	Never Be Like You	NaN	NaN	123343026.0	NaN	NaN	NaN	NaN	NaN	NaN
412	413	J Balvin	LA CANCIÓN	NaN	NaN	123298668.0	NaN	NaN	NaN	NaN	NaN	NaN
413	414	Lil Baby	Woah	NaN	NaN	122876453.0	NaN	NaN	NaN	NaN	NaN	NaN
414	415	OneRepublic	I Ain't Worried	NaN	NaN	122488638.0	NaN	NaN	NaN	NaN	NaN	NaN
415	416	Playboi Carti	Shoota	NaN	NaN	122469617.0	NaN	NaN	NaN	NaN	NaN	NaN
416	417	2 Chainz	It's A Vibe	NaN	NaN	122067552.0	NaN	NaN	NaN	NaN	NaN	NaN
417	418	Doja Cat	Vegas (From the Original Motion Picture Soundt...	NaN	NaN	121176458.0	NaN	NaN	NaN	NaN	NaN	NaN
418	419	Juice WRLD	Legends	NaN	NaN	121077739.0	NaN	NaN	NaN	NaN	NaN	NaN
419	420	Rae Sremmurd	Powerglide	NaN	NaN	120839941.0	NaN	NaN	NaN	NaN	NaN	NaN
420	421	XXXTENTACION	Revenge	NaN	NaN	120698497.0	NaN	NaN	NaN	NaN	NaN	NaN
421	422	Ariana Grande	God is a woman	NaN	NaN	120468984.0	NaN	NaN	NaN	NaN	NaN	NaN
422	423	Chris Brown	Go Crazy	NaN	NaN	120431219.0	NaN	NaN	NaN	NaN	NaN	NaN
423	424	Martin Garrix	In the Name of Love	NaN	NaN	120205635.0	NaN	NaN	NaN	NaN	NaN	NaN
424	425	Sam Smith	Unholy	NaN	NaN	120201022.0	NaN	NaN	NaN	NaN	NaN	NaN
425	426	Pop Smoke	Mood Swings	NaN	NaN	119371547.0	NaN	NaN	NaN	NaN	NaN	NaN
426	427	The Chainsmokers	Paris	NaN	NaN	119358756.0	NaN	NaN	NaN	NaN	NaN	NaN
427	428	Lil Skies	Red Roses	NaN	NaN	119331204.0	NaN	NaN	NaN	NaN	NaN	NaN
428	429	Wiz Khalifa	See You Again	NaN	NaN	119131650.0	NaN	NaN	NaN	NaN	NaN	NaN
429	430	Billie Eilish	wish you were gay	NaN	NaN	119110503.0	NaN	NaN	NaN	NaN	NaN	NaN
430	431	Måneskin	Beggin'	NaN	NaN	118922920.0	NaN	NaN	NaN	NaN	NaN	NaN
431	432	DNCE	Cake By The Ocean	NaN	NaN	118801783.0	NaN	NaN	NaN	NaN	NaN	NaN
432	433	Kanye West	Bound 2	NaN	NaN	118764637.0	NaN	NaN	NaN	NaN	NaN	NaN
433	434	Travis Scott	Antidote	NaN	NaN	118146637.0	NaN	NaN	NaN	NaN	NaN	NaN
434	435	The Kid LAROI	GO	NaN	NaN	117833168.0	NaN	NaN	NaN	NaN	NaN	NaN
435	436	Post Malone	Take What You Want	NaN	NaN	117464544.0	NaN	NaN	NaN	NaN	NaN	NaN
436	437	Michael Bublé	Holly Jolly Christmas	NaN	NaN	117362413.0	NaN	NaN	NaN	NaN	NaN	NaN
437	438	Jordan Davis	Buy Dirt	NaN	NaN	117239640.0	NaN	NaN	NaN	NaN	NaN	NaN
438	439	Bad Bunny	Ojitos Lindos	NaN	NaN	117064880.0	NaN	NaN	NaN	NaN	NaN	NaN
439	440	Cochise	Tell Em	NaN	NaN	116861554.0	NaN	NaN	NaN	NaN	NaN	NaN
440	441	Miguel	Sky Walker	NaN	NaN	116395947.0	NaN	NaN	NaN	NaN	NaN	NaN
441	442	Lil Peep	Falling Down Bonus Track	NaN	NaN	116066331.0	NaN	NaN	NaN	NaN	NaN	NaN
442	443	Kelly Clarkson	Underneath the Tree	NaN	NaN	115764085.0	NaN	NaN	NaN	NaN	NaN	NaN
443	444	Lil Skies	Lust	NaN	NaN	115693481.0	NaN	NaN	NaN	NaN	NaN	NaN
444	445	The Weeknd	Heartless	NaN	NaN	115431955.0	NaN	NaN	NaN	NaN	NaN	NaN
445	446	Ellie Goulding	Hate Me	NaN	NaN	115056947.0	NaN	NaN	NaN	NaN	NaN	NaN
446	447	Wallows	Are You Bored Yet?	NaN	NaN	114791296.0	NaN	NaN	NaN	NaN	NaN	NaN
447	448	Travis Scott	STARGAZING	NaN	NaN	114669162.0	NaN	NaN	NaN	NaN	NaN	NaN
448	449	Ariana Grande	Into You	NaN	NaN	114250630.0	NaN	NaN	NaN	NaN	NaN	NaN
449	450	Eminem	'Till I Collapse	NaN	NaN	114132725.0	NaN	NaN	NaN	NaN	NaN	NaN
450	451	NLE Choppa	Walk Em Down	NaN	NaN	113510926.0	NaN	NaN	NaN	NaN	NaN	NaN
451	452	DJ Snake	Middle	NaN	NaN	113465863.0	NaN	NaN	NaN	NaN	NaN	NaN
452	453	Khalid	OTW	NaN	NaN	113437143.0	NaN	NaN	NaN	NaN	NaN	NaN
453	454	Taylor Swift	You Need To Calm Down	NaN	NaN	113303615.0	NaN	NaN	NaN	NaN	NaN	NaN
454	455	Playboi Carti	Sky	NaN	NaN	113291304.0	NaN	NaN	NaN	NaN	NaN	NaN
455	456	Lil Wayne	Sucker For Pain	NaN	NaN	113258771.0	NaN	NaN	NaN	NaN	NaN	NaN
456	457	Maroon 5	What Lovers Do	NaN	NaN	113203255.0	NaN	NaN	NaN	NaN	NaN	NaN
457	458	d4vd	Romantic Homicide	NaN	NaN	112839982.0	NaN	NaN	NaN	NaN	NaN	NaN
458	459	Drake	I'm Upset	NaN	NaN	112748287.0	NaN	NaN	NaN	NaN	NaN	NaN
459	460	GAYLE	abcdefu	NaN	NaN	112733991.0	NaN	NaN	NaN	NaN	NaN	NaN
460	461	Justin Bieber	Holy	NaN	NaN	112093148.0	NaN	NaN	NaN	NaN	NaN	NaN
461	462	YNW Melly	Suicidal	NaN	NaN	111505967.0	NaN	NaN	NaN	NaN	NaN	NaN
462	463	Post Malone	Enemies	NaN	NaN	111333320.0	NaN	NaN	NaN	NaN	NaN	NaN
463	464	CJ	Whoopty	NaN	NaN	111327394.0	NaN	NaN	NaN	NaN	NaN	NaN
464	465	WILLOW	Wait a Minute!	NaN	NaN	111162304.0	NaN	NaN	NaN	NaN	NaN	NaN
465	466	Ed Sheeran	Photograph	NaN	NaN	111120972.0	NaN	NaN	NaN	NaN	NaN	NaN
466	467	A$AP Rocky	Praise The Lord (Da Shine)	NaN	NaN	110819424.0	NaN	NaN	NaN	NaN	NaN	NaN
467	468	21 Savage	No Heart	NaN	NaN	110613158.0	NaN	NaN	NaN	NaN	NaN	NaN
468	469	YG	BIG BANK	NaN	NaN	110251626.0	NaN	NaN	NaN	NaN	NaN	NaN
469	470	Billie Eilish	Therefore I Am	NaN	NaN	109936841.0	NaN	NaN	NaN	NaN	NaN	NaN
470	471	Nio Garcia	Te Boté Remix	NaN	NaN	109733059.0	NaN	NaN	NaN	NaN	NaN	NaN
471	472	Cardi B	Bartier Cardi	NaN	NaN	109650225.0	NaN	NaN	NaN	NaN	NaN	NaN
472	473	Kid Cudi	Pursuit Of Happiness (Nightmare)	NaN	NaN	109480124.0	NaN	NaN	NaN	NaN	NaN	NaN
473	474	J Balvin	Mi Gente	NaN	NaN	109423268.0	NaN	NaN	NaN	NaN	NaN	NaN
474	475	Ava Max	Sweet but Psycho	NaN	NaN	109220489.0	NaN	NaN	NaN	NaN	NaN	NaN
475	476	Walker Hayes	Fancy Like	NaN	NaN	109183937.0	NaN	NaN	NaN	NaN	NaN	NaN
476	477	Selena Gomez	Lose You To Love Me	NaN	NaN	109150331.0	NaN	NaN	NaN	NaN	NaN	NaN
477	478	Olivia Rodrigo	happier	NaN	NaN	109009363.0	NaN	NaN	NaN	NaN	NaN	NaN
478	479	Dean Martin	Let It Snow! Let It Snow! Let It Snow!	NaN	NaN	108868445.0	NaN	NaN	NaN	NaN	NaN	NaN
479	480	Lil Durk	Broadway Girls	NaN	NaN	108689365.0	NaN	NaN	NaN	NaN	NaN	NaN
480	481	Morgan Wallen	Cover Me Up	NaN	NaN	108508201.0	NaN	NaN	NaN	NaN	NaN	NaN
481	482	blackbear	do re mi	NaN	NaN	108380091.0	NaN	NaN	NaN	NaN	NaN	NaN
482	483	Sam Smith	Stay With Me	NaN	NaN	108129184.0	NaN	NaN	NaN	NaN	NaN	NaN
483	484	Shawn Mendes	There's Nothing Holdin' Me Back	NaN	NaN	107955518.0	NaN	NaN	NaN	NaN	NaN	NaN
484	485	Kanye West	I Love It (& Lil Pump)	NaN	NaN	107854141.0	NaN	NaN	NaN	NaN	NaN	NaN
485	486	Jeremih	oui	NaN	NaN	107730094.0	NaN	NaN	NaN	NaN	NaN	NaN
486	487	Camila Cabello	Never Be the Same	NaN	NaN	107372683.0	NaN	NaN	NaN	NaN	NaN	NaN
487	488	Billie Eilish	you should see me in a crown	NaN	NaN	107243178.0	NaN	NaN	NaN	NaN	NaN	NaN
488	489	Shawn Mendes	If I Can't Have You	NaN	NaN	107192421.0	NaN	NaN	NaN	NaN	NaN	NaN
